case_id,reason_code,product_category,payment_method,order_value,time_to_dispute_days,days_remaining_to_respond,delivery_confirmed,communication_logs_present,device_ip_match_score,listing_accuracy_score,customer_prior_disputes,customer_account_age_days,_true_win_prob_debug_only,merchant_won
a295f347-670a-4c62-8df6-eebab608c7f5,not_as_described,electronics,card,2917.83,14,15,signed_confirmation,False,0.256,0.542,2,13,0.5505,True
6953d3d1-0467-45e2-9cd0-130f49b903eb,fraud_card_not_present,digital_goods,upi,1878.96,39,4,delivered_no_signature,True,0.889,0.492,2,663,0.4778,True
352c12ed-a134-4ab8-9f1f-7e29717f0d50,item_not_received,groceries,upi,422.56,3,16,delivered_no_signature,True,0.199,0.588,1,84,0.6049,False
77e16daf-f4a6-481d-ac28-bcb8b96377a2,item_not_received,groceries,upi,1206.88,2,17,not_shipped,True,0.236,0.608,0,15,0.1329,False
66217719-6a7e-45b4-ac57-7c416596b17b,item_not_received,home_goods,upi,1190.96,11,13,signed_confirmation,False,0.313,0.695,1,39,0.7561,True
38d34c0e-fdff-429a-9989-0266b467caba,item_not_received,groceries,card,1097.48,23,14,in_transit,False,0.652,0.367,1,83,0.351,True
f8fcb5e6-b0cd-4c1b-9600-4d2a1c03442f,item_not_received,electronics,card,149.65,41,16,signed_confirmation,True,0.112,0.839,1,154,0.8661,True
f8ed2501-98ed-463d-a9c5-a9b56eaa0417,fraud_card_not_present,digital_goods,wallet,374.98,6,18,not_shipped,True,0.493,0.715,1,233,0.3971,False
38c519ed-2d86-411a-9b83-6b3d542732d4,not_as_described,home_goods,card,196.8,34,11,delivered_no_signature,False,0.412,0.643,2,1451,0.3285,False
b412f5df-ff8c-4a89-9cf4-ef7be5af9262,item_not_received,groceries,upi,403.46,9,11,not_shipped,False,0.234,0.475,0,327,0.035,False
01b22b3d-8134-435b-bce9-c3d71fdf5c73,subscription_not_cancelled,home_goods,upi,715.32,11,14,delivered_no_signature,False,0.322,0.37,1,589,0.1776,True
7adff451-4f59-4752-8c9e-620e8d238e39,not_as_described,beauty,wallet,1115.99,16,11,signed_confirmation,False,0.801,0.932,0,459,0.3377,False
9c3961c4-9b6e-4383-8784-540466359ac5,duplicate_charge,home_goods,netbanking,1115.97,2,16,delivered_no_signature,False,0.634,0.314,1,1223,0.4656,False
6a9df640-9111-4b45-8eda-71773aa2b274,item_not_received,electronics,netbanking,329.62,1,6,signed_confirmation,False,0.591,0.896,1,143,0.9615,True
6b0e127a-d937-4a78-b453-7b5c7bf52e0c,fraud_card_not_present,groceries,upi,1053.27,4,1,signed_confirmation,False,0.566,0.238,1,471,0.3564,True
724d331d-a38d-4cfc-a512-14eab275a919,item_not_received,apparel,netbanking,1269.77,1,4,in_transit,False,0.434,0.409,2,637,0.5519,False
9c06533e-5725-4215-9311-8013913dcf06,fraud_card_not_present,apparel,card,377.18,4,1,delivered_no_signature,True,0.462,0.354,0,5,0.6581,False
98ed520a-f246-49bb-96e5-66b65b479c9f,fraud_card_not_present,electronics,upi,219.83,9,11,in_transit,False,0.93,0.409,0,845,0.7365,True
009ff001-1758-4fc9-bd96-1b454b3ad101,fraud_card_not_present,apparel,wallet,1035.16,1,3,signed_confirmation,True,0.032,0.167,0,1650,0.2019,False
6f5d2e53-2945-423e-bcfa-d0c82b570162,subscription_not_cancelled,groceries,upi,4476.75,7,10,in_transit,True,0.406,0.655,0,105,0.395,False
14d5aa9d-80aa-42ef-9d66-71ef76113870,not_as_described,home_goods,netbanking,3027.71,1,7,signed_confirmation,False,0.821,0.45,2,176,0.4787,True
a527094e-e068-493c-8003-c7ce73531fcc,not_as_described,electronics,upi,179.82,1,7,delivered_no_signature,True,0.809,0.453,2,668,0.5655,False
83752156-3642-46f5-825a-3499043375a3,item_not_received,digital_goods,card,1188.33,7,9,delivered_no_signature,True,0.12,0.954,1,454,0.8714,True
14552fe3-3a44-40f8-ae9f-ad7d8bbb0dbf,duplicate_charge,beauty,card,637.9,6,12,in_transit,True,0.771,0.638,0,873,0.8752,True
bf8e7ba2-023e-4899-b3d7-a30379edbbdd,not_as_described,groceries,upi,2033.96,2,20,signed_confirmation,True,0.755,0.736,0,192,0.6086,True
7525a996-51c9-454c-9401-a0e52f788202,fraud_card_not_present,electronics,wallet,950.23,5,11,signed_confirmation,True,0.461,0.889,0,258,0.4611,True
cf809a3c-599f-4d6d-9341-16edee07f597,duplicate_charge,home_goods,upi,621.7,8,13,signed_confirmation,False,0.284,0.693,1,831,0.2913,True
62ef4a81-df5e-4f75-b8cd-210fd62514bf,duplicate_charge,groceries,card,1480.34,4,4,delivered_no_signature,False,0.51,0.544,0,102,0.5435,True
66fe2562-a1ad-4266-a7ba-35e1ad4c1e28,item_not_received,digital_goods,card,1344.12,15,3,not_shipped,True,0.621,0.584,0,179,0.0697,False
15204923-2cb0-4384-a286-006dd373b927,subscription_not_cancelled,electronics,upi,190.35,6,18,not_shipped,True,0.448,0.359,0,569,0.7144,False
711171ae-d7b9-49ce-a2ed-78f0d325f2b7,item_not_received,beauty,upi,926.26,3,2,delivered_no_signature,True,0.799,0.47,0,124,0.8267,False
8e5b521d-f5a8-4645-b78d-e16f7d2d8223,fraud_card_not_present,beauty,netbanking,683.78,32,10,signed_confirmation,False,0.774,0.691,1,131,0.7198,True
c28ff2ce-94c1-429c-a607-83988bff4450,fraud_card_not_present,apparel,upi,1773.35,1,15,signed_confirmation,True,0.629,0.685,2,259,0.1117,False
2ee775bc-a51f-440b-9371-790b6b32d776,not_as_described,home_goods,upi,2300.72,11,6,signed_confirmation,False,0.588,0.407,0,31,0.4736,True
c0eb48f6-1b70-499b-b1d5-5e9a0badf460,fraud_card_not_present,digital_goods,wallet,379.91,10,20,delivered_no_signature,False,0.803,0.615,0,108,0.5635,False
d2bb37c9-6709-4b8f-853d-f52158dfb774,fraud_card_not_present,digital_goods,card,1352.24,17,1,signed_confirmation,False,0.639,0.416,0,582,0.6432,False
fd848e6e-52a5-45a3-9ace-7efdabb9dbc2,not_as_described,digital_goods,netbanking,1616.34,6,3,delivered_no_signature,False,0.649,0.481,0,67,0.5824,True
44eea251-0a35-45ac-8eae-40d7d9619de0,duplicate_charge,home_goods,netbanking,2902.15,10,18,delivered_no_signature,False,0.243,0.697,0,5,0.4139,False
95a34758-6420-467b-9495-da236eabecf6,fraud_card_not_present,digital_goods,netbanking,821.72,4,14,in_transit,False,0.245,0.758,1,909,0.0516,False
0db068c4-d86b-48dc-8259-f1b392937ed1,not_as_described,beauty,card,635.35,4,3,in_transit,True,0.757,0.394,0,73,0.4458,True
6b52324b-2888-4f2b-8f5d-378b0b1957e0,not_as_described,electronics,upi,8198.3,25,12,signed_confirmation,True,0.276,0.746,0,430,0.3964,False
1816b547-d6b7-4a39-8473-fce7b4c652b8,not_as_described,beauty,card,260.15,8,2,delivered_no_signature,True,0.309,0.418,1,96,0.2786,False
cda6e80d-1cce-4d58-92e8-59d02d2af2af,fraud_card_not_present,electronics,netbanking,489.41,5,3,signed_confirmation,True,0.652,0.789,1,650,0.5435,False
17b3fee5-b7c0-4227-bf6b-6bfe91954766,item_not_received,electronics,card,1438.79,10,21,not_shipped,False,0.808,0.77,0,141,0.248,False
afd6fa21-f75f-4a62-9ca1-c63dde2f4cc8,not_as_described,groceries,card,2299.36,19,8,not_shipped,False,0.309,0.636,0,641,0.7762,True
1d37b572-09e9-4177-8157-feef2ff636b8,not_as_described,beauty,card,600.38,17,9,signed_confirmation,False,0.511,0.725,0,17,0.8493,True
d4ba6226-ae7f-44c8-b3a0-cacb41cad9fb,fraud_card_not_present,digital_goods,netbanking,146.54,14,16,signed_confirmation,False,0.075,0.71,0,694,0.1188,False
ae92ad96-cb59-4ece-9c1b-241941dc0baa,fraud_card_not_present,beauty,netbanking,137.56,9,13,delivered_no_signature,False,0.02,0.421,0,362,0.6808,True
d70810fd-f6b6-485a-b498-df7cc8448755,item_not_received,groceries,upi,452.84,10,10,signed_confirmation,False,0.488,0.916,1,326,0.9583,True
0e6d3c3c-1a0a-4b02-adee-f6e70a66f498,not_as_described,beauty,upi,437.86,5,19,signed_confirmation,False,0.236,0.766,1,49,0.8973,True
6b0ddedc-49eb-48f4-96b0-d66bb44def37,item_not_received,electronics,upi,714.39,17,20,signed_confirmation,False,0.58,0.629,3,903,0.8668,True
7e5cb49f-618d-4f7e-aa6a-55c6355c6aaa,duplicate_charge,apparel,upi,68.01,10,21,signed_confirmation,True,0.743,0.246,0,81,0.9496,True
5afbfb51-7344-4f32-a370-a4c090c9ee0e,item_not_received,groceries,wallet,2602.63,1,20,signed_confirmation,True,0.336,0.692,2,150,0.9822,True
f53c7050-67aa-4c2f-ad4d-00294822f464,subscription_not_cancelled,beauty,upi,743.62,6,8,signed_confirmation,False,0.191,0.848,0,235,0.5129,True
c3b09801-5353-4329-85a2-463702dd65de,subscription_not_cancelled,electronics,upi,493.65,2,11,delivered_no_signature,True,0.179,0.632,1,364,0.6186,False
eeb7b6dd-34e9-4f29-a3da-8f6075af12b4,not_as_described,apparel,upi,2135.95,14,8,signed_confirmation,False,0.869,0.344,1,1466,0.3853,True
631fecb5-37f3-466c-b642-dfca3abc75c6,subscription_not_cancelled,home_goods,card,1346.12,7,4,in_transit,False,0.484,0.766,1,108,0.2202,False
bee489c3-af9f-4d5f-87b9-a17b48829cbb,not_as_described,electronics,card,539.33,6,18,signed_confirmation,True,0.899,0.809,0,132,0.3742,False
dcfb9bfe-9a27-4d43-93f2-f70f1b5a8444,subscription_not_cancelled,digital_goods,upi,157.42,23,11,not_shipped,False,0.705,0.645,1,367,0.6368,False
1e83130b-b586-4ddb-8cef-2b438dd4925f,subscription_not_cancelled,home_goods,netbanking,1912.05,12,19,signed_confirmation,False,0.624,0.79,0,293,0.3991,True
a31b1b64-84a7-4203-a89f-432cadf2faa5,fraud_card_not_present,apparel,card,630.91,5,18,delivered_no_signature,False,0.559,0.704,1,534,0.2095,True
442fbae9-ed99-4951-a964-60bb3dbb71f9,item_not_received,digital_goods,card,2619.29,8,21,in_transit,True,0.937,0.755,1,661,0.4627,True
38d598d4-7892-475a-8929-af2f5ce53ffb,subscription_not_cancelled,electronics,upi,854.54,3,6,delivered_no_signature,True,0.349,0.53,0,16,0.4885,True
58054dba-2975-45fe-a603-315ee17112b7,fraud_card_not_present,digital_goods,card,452.97,1,18,delivered_no_signature,False,0.506,0.64,1,36,0.503,False
9cc410ab-f70b-45a6-bfea-9fa597dc1e15,not_as_described,beauty,netbanking,747.4,12,10,in_transit,False,0.746,0.631,1,500,0.3884,False
feaf1066-3bf7-4fa6-951c-2c9bb014900c,fraud_card_not_present,digital_goods,wallet,1766.26,16,17,not_shipped,True,0.292,0.597,0,335,0.2858,False
2f219d8b-e681-44df-a5bc-2ed4a338f1df,not_as_described,apparel,upi,1246.47,12,8,signed_confirmation,True,0.148,0.658,1,238,0.6357,False
2c73abb2-9514-4bd8-a7ef-616034768d87,not_as_described,home_goods,card,1298.79,41,19,signed_confirmation,True,0.637,0.065,1,281,0.2906,False
3fcf8bbd-96ed-4f12-bc90-8400679b4a36,item_not_received,electronics,wallet,1006.2,8,3,signed_confirmation,True,0.518,0.8,1,700,0.846,True
4f901ae5-7012-44af-a5ea-6e85cdfc8307,item_not_received,beauty,card,2045.02,8,15,signed_confirmation,False,0.292,0.551,1,96,0.6848,False
20d91648-4606-4217-b375-a6671c57db4b,item_not_received,beauty,card,1581.16,8,12,delivered_no_signature,False,0.674,0.464,0,433,0.9529,True
a77874c5-ba43-48a8-8a41-ae74c52185a5,duplicate_charge,digital_goods,upi,279.83,10,12,delivered_no_signature,False,0.436,0.608,1,75,0.7579,True
27fceca3-f3f0-484a-85f2-b3e99dc34fa9,fraud_card_not_present,groceries,upi,169.53,1,10,delivered_no_signature,True,0.392,0.552,1,301,0.5972,False
8e25eb71-f06a-4a1f-8cc5-7013ec5b5b69,fraud_card_not_present,home_goods,card,1046.45,22,7,not_shipped,False,0.385,0.326,3,205,0.1553,False
94665403-bf05-42d9-901f-cd108365a753,item_not_received,groceries,card,3396.33,3,14,signed_confirmation,True,0.864,0.691,0,268,0.8365,True
fffbee31-0429-41b7-8f97-a74d9f275720,fraud_card_not_present,beauty,card,2297.02,2,13,delivered_no_signature,False,0.156,0.52,0,93,0.2557,False
f9abf17f-2ccc-49dc-a3eb-0b96a890144c,not_as_described,beauty,upi,1731.68,10,21,signed_confirmation,True,0.709,0.463,2,740,0.3493,True
d80c6809-2d70-47c0-be0c-8bf5785383c6,fraud_card_not_present,beauty,upi,1349.81,2,5,in_transit,False,0.697,0.389,2,58,0.0389,False
5e1ca7ee-7800-450d-aeed-d60cd0562f61,not_as_described,digital_goods,upi,674.82,34,9,signed_confirmation,False,0.118,0.374,0,247,0.2434,False
a49cf372-903d-4d59-bd29-96c0996abdc9,fraud_card_not_present,beauty,card,315.53,2,19,delivered_no_signature,False,0.928,0.474,0,592,0.7689,True
740475c7-a8d8-43fa-8b05-a27789f2f9f5,duplicate_charge,home_goods,netbanking,2032.98,15,11,delivered_no_signature,True,0.585,0.451,0,97,0.7339,True
856afd8b-6ef9-4cd5-ad6c-929f5ac4e9c7,fraud_card_not_present,home_goods,card,1795.2,3,13,signed_confirmation,True,0.695,0.633,0,433,0.3767,False
0dad1aac-2c1b-4288-9d19-82bbfb00c014,subscription_not_cancelled,apparel,upi,971.73,1,1,in_transit,False,0.483,0.69,1,457,0.8202,True
1e8dc50a-1a05-4273-b058-5c37de59ca8b,fraud_card_not_present,apparel,wallet,1036.25,20,2,signed_confirmation,False,0.737,0.865,1,1077,0.8175,True
b9bf2d07-46cd-4776-a16a-1af28dd39e97,item_not_received,apparel,card,1742.63,5,1,signed_confirmation,False,0.437,0.701,0,58,0.608,True
66a106c2-db65-41ee-9114-de42ad78ba42,fraud_card_not_present,home_goods,card,1517.47,7,16,delivered_no_signature,False,0.695,0.596,0,40,0.31,True
feba1a5f-a88a-47aa-a732-73a253b6a87b,fraud_card_not_present,home_goods,card,282.16,6,1,signed_confirmation,True,0.251,0.504,0,182,0.5562,False
3ee3e13f-f121-4052-8b02-58e8f15c683e,duplicate_charge,digital_goods,card,977.63,16,19,signed_confirmation,False,0.691,0.347,0,197,0.6707,True
e00a7905-a330-42ba-af82-0369f606eeb6,item_not_received,digital_goods,card,711.03,29,6,signed_confirmation,False,0.625,0.59,1,151,0.7994,False
b4f1abdd-b70a-4d21-bcd7-8aa661e82dfc,duplicate_charge,digital_goods,netbanking,654.34,2,21,signed_confirmation,False,0.753,0.785,1,68,0.5505,False
2c7d8d04-2a07-4755-95a4-928e3c95584a,fraud_card_not_present,digital_goods,netbanking,1542.04,9,20,delivered_no_signature,False,0.258,0.499,2,318,0.1007,False
df0db680-e59c-4e4f-8bdb-a84a1d90fefa,fraud_card_not_present,groceries,card,1384.27,2,19,signed_confirmation,False,0.957,0.297,0,127,0.589,True
94beaca5-2abb-4688-a9a5-81cf0c43f285,item_not_received,apparel,card,909.29,21,5,signed_confirmation,False,0.36,0.491,0,306,0.9018,True
5892879f-3f86-42d8-ab7b-465479ff653f,fraud_card_not_present,digital_goods,card,907.01,24,12,delivered_no_signature,False,0.501,0.4,2,417,0.126,False
61293857-9d2a-4077-b8c9-3253919e275f,fraud_card_not_present,home_goods,netbanking,827.85,5,2,signed_confirmation,False,0.205,0.669,2,329,0.0383,False
6dcdcb88-3b9e-4207-8f2b-99ec98306d1a,item_not_received,home_goods,card,2383.03,33,11,not_shipped,True,0.439,0.626,0,15,0.0938,False
16cd5475-8c4e-403f-8719-c196832b64d8,fraud_card_not_present,electronics,upi,150.55,3,5,signed_confirmation,False,0.485,0.96,0,544,0.4792,False
d99430d2-873d-44cb-bbfd-f6204338c77f,fraud_card_not_present,beauty,netbanking,568.69,1,19,signed_confirmation,False,0.28,0.644,0,966,0.5919,False
2b4077bf-373e-46ce-a3cf-441fd7874dca,fraud_card_not_present,home_goods,card,703.9,5,9,signed_confirmation,True,0.409,0.638,0,23,0.5245,True
3e60a9af-787b-4107-84dd-718503ce0779,not_as_described,apparel,card,2308.95,3,21,delivered_no_signature,False,0.055,0.349,1,715,0.4719,False
12f584f9-353d-4ed5-a988-f5fe9d4c1579,fraud_card_not_present,groceries,card,2666.01,20,12,delivered_no_signature,False,0.142,0.866,0,172,0.3118,True
837e65a1-1d38-4033-a60e-5d07017f6d71,subscription_not_cancelled,beauty,card,478.61,11,16,in_transit,False,0.728,0.399,2,529,0.4792,False
4106be47-3d75-4419-94ef-09bf69dda22e,item_not_received,electronics,card,502.81,11,2,delivered_no_signature,False,0.725,0.97,0,480,0.2551,False
a6e56e8d-2302-4ea3-91fa-fd962e92aa89,duplicate_charge,digital_goods,upi,508.33,13,13,in_transit,False,0.533,0.829,0,39,0.7697,False
c012a071-3266-4a29-ace6-cf09feba5760,item_not_received,beauty,netbanking,370.63,5,17,signed_confirmation,False,0.715,0.776,2,33,0.8841,False
ff0efe59-ef95-4554-a677-59b0f3f04d0b,item_not_received,home_goods,upi,521.06,3,14,signed_confirmation,True,0.465,0.283,2,90,0.7435,True
7f173ca0-2628-435e-aa51-8c1144a758a4,not_as_described,groceries,upi,697.8,20,14,delivered_no_signature,False,0.515,0.721,0,48,0.3666,False
2411c40b-f4d6-4c11-9456-dd2ec1ed9edf,item_not_received,electronics,wallet,548.25,4,14,signed_confirmation,True,0.469,0.657,0,25,0.8871,False
7729570e-1451-4128-a6f6-2850b96aa934,fraud_card_not_present,groceries,upi,3269.51,17,12,delivered_no_signature,False,0.677,0.199,0,156,0.4754,True
b482be9f-bc08-4eb3-b420-0b62fe3770d0,item_not_received,beauty,netbanking,767.03,2,17,signed_confirmation,False,0.111,0.539,0,311,0.9694,True
cf41bed8-4337-4792-9e7a-f533b3ac8333,not_as_described,electronics,netbanking,607.73,13,8,in_transit,True,0.036,0.45,1,15,0.1776,False
01f3af58-f44c-4c8b-894a-da1f37517faa,fraud_card_not_present,beauty,upi,1058.52,16,2,delivered_no_signature,False,0.146,0.681,0,667,0.6455,False
27ebb98a-b00a-4c32-9499-4fd2071b8de9,not_as_described,apparel,wallet,1370.38,25,18,delivered_no_signature,False,0.947,0.546,0,435,0.2581,False
e0353f78-1dfc-4ef4-8db8-fa0a3e9597b6,fraud_card_not_present,home_goods,upi,1884.37,7,13,signed_confirmation,False,0.227,0.873,0,154,0.4038,False
36089e89-dda2-4fb6-a6dd-7a23c12b33f6,fraud_card_not_present,home_goods,card,973.74,23,15,signed_confirmation,False,0.57,0.447,0,104,0.3796,False
2a26c0d4-1d01-42c7-99ef-7c3aa9e2d576,item_not_received,groceries,card,565.51,8,19,not_shipped,True,0.214,0.718,1,271,0.0765,False
a70ba3e1-1fcb-49e0-b78c-46392390791b,duplicate_charge,apparel,card,703.28,1,3,signed_confirmation,False,0.644,0.578,1,759,0.7606,False
e1786127-ee86-47c3-8c56-ba31232ba61e,fraud_card_not_present,home_goods,upi,723.58,5,4,delivered_no_signature,False,0.347,0.71,1,697,0.534,False
6f116ecd-590d-44ec-acf5-b1a78c4e84c2,item_not_received,electronics,netbanking,68.35,1,15,in_transit,False,0.825,0.596,0,299,0.6276,True
5e04016d-1191-416a-ad3a-08112f92f5ef,not_as_described,apparel,upi,397.69,4,15,in_transit,True,0.755,0.162,0,415,0.267,True
1995ba1e-d913-4087-8161-c77771cc837c,item_not_received,groceries,card,588.23,2,16,in_transit,False,0.871,0.648,1,854,0.1041,False
898cc721-f69f-4eca-9ba5-7153fe60a43b,item_not_received,apparel,netbanking,174.3,2,5,delivered_no_signature,False,0.704,0.449,0,913,0.8805,True
a6569542-e59e-4e92-b515-06666672a94c,not_as_described,beauty,card,977.52,4,5,signed_confirmation,False,0.429,0.414,0,34,0.3368,False
b023e35e-cf80-475f-809b-b1b0eb94df70,fraud_card_not_present,beauty,upi,415.73,1,9,delivered_no_signature,False,0.665,0.664,0,36,0.7644,True
81809480-7d62-43bf-8ef5-0cb67bf64f68,item_not_received,apparel,card,1649.75,3,5,signed_confirmation,True,0.878,0.658,1,171,0.9472,True
f80fed73-e249-4146-aa02-43c43dcc86bb,subscription_not_cancelled,digital_goods,upi,538.64,9,12,delivered_no_signature,False,0.263,0.67,1,531,0.9366,True
cd2b1518-0851-434f-888e-b29ea53a7899,not_as_described,groceries,upi,951.59,3,5,delivered_no_signature,True,0.257,0.562,0,149,0.7734,False
8c1c2d24-a1a9-4279-a036-a5f8d2246e6f,duplicate_charge,beauty,upi,1019.93,21,4,delivered_no_signature,True,0.705,0.391,0,608,0.4903,True
b84be187-6748-4e41-80e0-2c5d6e9429d3,item_not_received,apparel,card,2510.73,5,14,in_transit,False,0.401,0.415,0,52,0.188,True
6e2ed072-78f9-4212-8f20-65b8be3cec5d,not_as_described,groceries,netbanking,2015.66,3,17,delivered_no_signature,False,0.297,0.529,1,20,0.5049,True
eedb0ea2-3a7a-406a-83d4-5d2438eb7a94,duplicate_charge,digital_goods,upi,1313.2,21,17,not_shipped,True,0.69,0.164,0,1169,0.4965,True
22f539e9-d14a-4d7d-b19d-1db5af63eb20,duplicate_charge,digital_goods,card,212.73,8,2,signed_confirmation,True,0.61,0.874,2,787,0.9206,True
29228668-8d85-4090-ae66-9eaa54b6d871,duplicate_charge,groceries,upi,3229.44,2,13,signed_confirmation,True,0.466,0.911,1,22,0.9076,True
d8090d5f-4c0c-4d0c-8b2a-6e23e7245fef,not_as_described,electronics,wallet,592.13,16,19,delivered_no_signature,True,0.692,0.734,0,381,0.2388,False
3ee354c1-eb29-4578-9b6d-4235a8222c4d,item_not_received,beauty,card,770.19,7,1,signed_confirmation,False,0.182,0.631,1,605,0.6777,True
7be200f2-d721-4c57-8f28-446369013879,item_not_received,digital_goods,card,576.5,8,14,signed_confirmation,True,0.364,0.474,1,324,0.7621,True
fcea9abd-a53b-4957-ac98-f3dcbf46aa8f,not_as_described,groceries,netbanking,1046.76,12,16,signed_confirmation,True,0.742,0.513,0,5,0.2519,False
7e60f36f-ad04-4f24-964d-db5602e07823,fraud_card_not_present,digital_goods,card,1103.8,1,4,not_shipped,True,0.234,0.621,0,182,0.5372,False
b7094189-2c3e-416c-bc68-b1c54b3eadd7,not_as_described,groceries,upi,561.15,25,21,signed_confirmation,True,0.484,0.29,1,403,0.3631,True
8ce06a36-5c8a-4a44-8015-c9fa5210abd3,item_not_received,digital_goods,upi,1060.99,11,15,signed_confirmation,True,0.525,0.779,0,98,0.6745,True
d55dfce4-d8f5-46b8-8763-319e1ca8feab,not_as_described,beauty,upi,757.24,16,17,signed_confirmation,True,0.479,0.555,1,961,0.4893,True
9714d71c-6a72-4080-b149-91a346049e1c,fraud_card_not_present,electronics,card,478.95,6,11,not_shipped,True,0.557,0.762,0,176,0.3946,False
c5150805-73dd-4ffe-ad95-32f5491dbd2f,subscription_not_cancelled,groceries,card,1578.77,2,12,in_transit,True,0.249,0.522,0,117,0.6934,False
ad007e6a-dc02-4b8a-871f-1a209329d773,fraud_card_not_present,beauty,upi,745.61,14,21,delivered_no_signature,False,0.509,0.503,0,692,0.5018,True
e162357a-aa99-4fd7-8136-52fa6795ddaa,fraud_card_not_present,electronics,card,274.45,12,10,delivered_no_signature,False,0.932,0.807,2,27,0.4284,False
07a17141-7f99-439e-bf46-cbdadf69f761,fraud_card_not_present,electronics,wallet,1467.35,18,20,signed_confirmation,True,0.422,0.592,1,164,0.6751,True
c852003c-6ddd-4b5b-a0d8-e719a29a15aa,fraud_card_not_present,electronics,card,1221.46,4,20,signed_confirmation,True,0.673,0.737,0,177,0.4822,False
4839c7aa-82d4-44df-b38d-00e093160111,not_as_described,apparel,card,159.95,1,9,signed_confirmation,False,0.145,0.678,1,288,0.3752,False
7ebf6459-4d90-4108-b992-fd2ef4a290e7,fraud_card_not_present,digital_goods,netbanking,531.29,2,10,delivered_no_signature,False,0.364,0.567,1,56,0.331,True
69b9909a-eb7f-4d1d-9fa1-7a2343a78f67,not_as_described,apparel,card,491.28,33,21,signed_confirmation,True,0.309,0.643,0,39,0.633,True
30cd755c-6c29-48b8-8180-05d5e7959ad9,not_as_described,beauty,upi,719.0,1,3,signed_confirmation,False,0.203,0.312,0,150,0.4721,False
dadaf2b2-2890-40c8-8a67-2996114c94eb,duplicate_charge,home_goods,upi,78.77,10,12,signed_confirmation,False,0.295,0.561,1,747,0.592,True
f61be5f8-12b0-4f50-a5d4-07bc43daa290,duplicate_charge,electronics,upi,891.18,1,15,not_shipped,False,0.263,0.818,2,278,0.2812,False
